id,description,start_date,end_date,created_by,updated_by,vendor_id,dealer_site_id
761,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",08/11/2021,14/02/2022,2635,1876,1951,1435
762,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,08/01/2022,15/01/2022,3510,4124,4871,402
763,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",28/12/2021,25/02/2022,4605,3437,695,693
764,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,04/08/2021,23/03/2022,2095,1428,43,3494
765,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",04/05/2022,11/06/2022,953,840,2959,3894
766,Morbi non lectus.,22/06/2021,23/01/2022,704,3409,2921,4133
767,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",24/09/2021,29/06/2021,2676,1023,3846,1073
768,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,23/06/2021,29/09/2021,1375,1983,1674,3937
769,Nulla mollis molestie lorem. Quisque ut erat.,20/02/2022,29/11/2021,3533,557,2989,4045
770,Suspendisse potenti.,22/10/2021,01/10/2021,4183,3316,2034,3513
771,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",18/10/2021,16/04/2022,3978,4472,765,810
772,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",14/12/2021,14/11/2021,3234,3467,1632,2441
773,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,06/09/2021,07/02/2022,294,4276,846,1178
774,Mauris sit amet eros.,12/09/2021,11/09/2021,2277,469,472,4767
775,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",09/06/2022,30/04/2022,4445,894,1697,2388
776,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",04/02/2022,15/10/2021,556,2448,3314,2768
777,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",25/09/2021,21/10/2021,751,3510,2814,2148
778,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,02/11/2021,05/09/2021,2791,1328,4119,4201
779,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",17/02/2022,03/01/2022,623,838,3854,2571
780,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",23/11/2021,04/04/2022,4758,4228,4428,2580
781,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,28/12/2021,14/06/2021,155,1399,4102,1212
782,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,07/03/2022,23/06/2021,618,2279,4368,621
783,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,13/11/2021,02/09/2021,446,1531,1021,653
784,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",07/07/2021,17/12/2021,3123,1616,2217,3793
785,Duis mattis egestas metus.,12/03/2022,09/11/2021,3897,3748,4138,2443
786,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",23/10/2021,03/06/2022,1993,3581,3455,1692
787,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",06/12/2021,07/04/2022,3804,1676,2328,1969
788,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,28/11/2021,14/10/2021,32,4045,1071,182
789,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",18/12/2021,17/10/2021,177,2211,4835,4464
790,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",25/06/2021,27/11/2021,293,4478,1568,3146
791,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",11/04/2022,20/11/2021,1794,2875,4026,2653
792,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",27/11/2021,20/05/2022,3187,1410,4660,3795
793,Duis consequat dui nec nisi volutpat eleifend.,22/08/2021,24/12/2021,262,3959,3838,4713
794,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,29/12/2021,20/02/2022,1632,2235,2139,4599
795,Ut at dolor quis odio consequat varius.,24/05/2022,16/10/2021,4933,722,3493,2672
796,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",02/12/2021,28/12/2021,4690,542,813,3353
797,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",20/02/2022,02/02/2022,4371,2150,1135,851
798,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,12/03/2022,08/10/2021,391,385,1164,1836
799,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,10/05/2022,22/05/2022,3834,2195,4957,2394
800,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,11/08/2021,16/07/2021,564,4592,2549,4211
801,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",20/09/2021,09/07/2021,1629,2568,1060,635
802,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,03/07/2021,07/04/2022,1176,3259,3996,2833
803,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,18/02/2022,22/08/2021,4831,4530,4937,984
804,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,26/08/2021,02/08/2021,4719,3017,2566,2438
805,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,22/01/2022,11/03/2022,1631,4842,3292,4086
806,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",16/05/2022,26/04/2022,2394,3354,1994,3953
807,Vestibulum ac est lacinia nisi venenatis tristique.,05/01/2022,16/01/2022,2164,1936,2115,1204
808,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",28/12/2021,20/03/2022,2129,1991,925,4431
809,Praesent lectus.,10/09/2021,13/05/2022,4777,4112,546,3163
810,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,20/01/2022,02/07/2021,2894,322,907,3730
811,Nulla tellus. In sagittis dui vel nisl.,02/12/2021,26/04/2022,3790,2395,394,3828
812,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",07/12/2021,24/04/2022,2087,642,82,3137
813,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",26/09/2021,17/04/2022,334,2625,2656,4550
814,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",05/08/2021,13/09/2021,1853,4030,454,1458
815,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,30/12/2021,19/03/2022,4434,4506,2766,4574
816,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",08/11/2021,02/02/2022,2270,1926,4388,4218
817,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",02/12/2021,28/12/2021,4072,2376,4710,238
818,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",21/04/2022,27/04/2022,3641,1118,630,3419
819,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",26/11/2021,03/05/2022,1793,3789,4566,2106
820,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",24/10/2021,28/01/2022,1248,506,2522,4437
821,Nullam porttitor lacus at turpis.,02/11/2021,08/02/2022,2010,2996,1893,4786
822,Praesent blandit. Nam nulla.,03/06/2022,13/10/2021,4681,796,1885,4442
823,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,23/07/2021,18/12/2021,3788,3810,1992,248
824,Pellentesque ultrices mattis odio. Donec vitae nisi.,02/11/2021,21/02/2022,1845,280,676,2054
825,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,30/08/2021,21/04/2022,298,1508,3753,4663
826,Integer non velit.,04/07/2021,22/10/2021,774,2976,1528,4360
827,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",29/05/2022,08/11/2021,2433,2402,3316,3747
828,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",10/10/2021,16/04/2022,1934,2009,594,1915
829,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,24/05/2022,11/08/2021,1979,3356,1823,1555
830,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,30/08/2021,05/06/2022,2888,2210,374,1141
831,Phasellus in felis.,31/10/2021,15/08/2021,4209,1461,1807,1586
832,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",11/03/2022,09/02/2022,3664,1735,3898,3690
833,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",31/07/2021,03/02/2022,2209,3668,1077,4536
834,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",21/11/2021,16/06/2021,2932,4424,247,1749
835,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",28/10/2021,15/08/2021,3284,4797,3369,114
836,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,21/11/2021,15/09/2021,2083,4200,2121,2605
837,In blandit ultrices enim.,08/07/2021,06/08/2021,2839,3176,3531,1566
838,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",05/03/2022,05/11/2021,2384,1173,2715,1150
839,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,05/08/2021,03/03/2022,4266,2737,3948,1986
840,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",30/12/2021,08/12/2021,3913,3178,2351,1588
841,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,13/05/2022,12/11/2021,384,3526,1204,3930
842,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,15/01/2022,22/08/2021,1403,1056,1228,2410
843,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",05/05/2022,13/11/2021,2159,68,3172,29
844,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",26/11/2021,15/02/2022,4331,4377,2938,4393
845,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,20/09/2021,21/12/2021,2935,4568,1780,3108
846,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,23/08/2021,10/07/2021,4809,2143,345,2152
847,Ut at dolor quis odio consequat varius.,20/11/2021,03/11/2021,2704,3469,612,1847
848,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",06/07/2021,11/04/2022,1733,4212,2736,1399
849,Duis consequat dui nec nisi volutpat eleifend.,01/12/2021,14/09/2021,4565,2766,1532,1311
850,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",18/05/2022,02/11/2021,1142,434,2206,208
851,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",06/09/2021,22/11/2021,2575,3960,3639,1104
852,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",31/08/2021,20/07/2021,2369,300,3351,582
853,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",14/05/2022,23/01/2022,418,440,2363,3867
854,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",15/06/2021,18/07/2021,2866,3137,3008,4662
855,Nulla tellus. In sagittis dui vel nisl.,28/11/2021,21/02/2022,1698,4887,86,3288
856,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",18/02/2022,26/12/2021,4052,4813,822,137
857,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,03/01/2022,15/12/2021,4858,2794,4083,3186
858,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,15/09/2021,06/12/2021,89,1206,3911,3098
859,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",29/11/2021,30/09/2021,3444,4668,4591,840
860,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,12/06/2021,01/10/2021,1833,2277,1747,970
861,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",22/12/2021,21/03/2022,3142,4324,4662,2442
862,Morbi a ipsum.,14/06/2021,16/12/2021,2290,765,3301,709
863,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",27/11/2021,31/12/2021,964,3174,3661,3002
